sentence,metaphorical_subsets,model_output
He's at the bottom of the social hierarchy.,['bottom'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- bottom: YES (noun, more basic meaning refers to the lowest part of something physical, like the bottom of a container)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- social: YES (adjective, more basic meaning refers to interactions between people)
- hierarchy: YES (noun, more basic meaning refers to a system of organization with levels, often used in a more concrete sense like in a company or organization)"
She fell in status.,['fell'],"- She: NO (pronoun, basic meaning is the same)
- fell: YES (verb, more basic meaning refers to physically falling down)
- in: NO (preposition, basic meaning is the same)
- status: NO (noun, basic meaning is the same)"
Things are at an all-time low.,['low'],"- Things: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- all-time: YES (adjective, more basic meaning refers to all of recorded time)
- low: YES (adjective, more basic meaning refers to a physical position or level)"
He does high-quality work.,['high'],"- He: NO (pronoun, basic meaning is the same)
- does: NO (verb, basic meaning is the same)
- high-quality: YES (adjective, more basic meaning would refer to something physically high or of good quality in a more concrete sense)
- work: YES (noun, more basic meaning refers to physical or manual labor)"
He is high-minded.,['high'],"- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- high-minded: YES (adjective, more basic meaning would refer to being lofty or elevated in a physical sense)"
She has high standards.,['high'],"- She: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- high: YES (adjective, more basic meaning refers to physical height)
- standards: YES (noun, more basic meaning refers to a level of quality or attainment, often in a more concrete sense like measurements or flags)"
She is an upstanding citizen.,['upstanding'],"- She: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- upstanding: YES (adjective, more basic meaning refers to standing upright)
- citizen: NO (noun, basic meaning is the same)"
That was a low trick.,['low'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- low: YES (adjective, more basic meaning refers to a physical position or height)
- trick: YES (noun, more basic meaning refers to a deceptive or cunning act, often in a physical or playful context)"
Don't be underhanded.,['underhanded'],"- Don't: NO (contraction of ""do not,"" basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- underhanded: YES (adjective, more basic meaning refers to a physical action of throwing or doing something in a secretive or deceitful manner)"
I wouldn't stoop to that.,['stoop'],"""I wouldn't stoop to that.""

- I: NO (pronoun, basic meaning is the same)
- wouldn't: NO (contraction of ""would not,"" basic meaning is the same)
- stoop: YES (verb, more basic meaning refers to bending one's body forward and downward)
- to: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)"
That would be beneath me.,['beneath'],"- That: NO (pronoun, basic meaning is the same)
- would: NO (modal verb, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- beneath: YES (preposition, more basic meaning refers to a physical position lower than something else)
- me: NO (pronoun, basic meaning is the same)"
He fell into the abyss of depravity.,"['fell', 'abyss']","""He fell into the abyss of depravity.""
- He: NO (pronoun, basic meaning is the same)
- fell: NO (verb, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- abyss: YES (noun, more basic meaning refers to a deep or seemingly bottomless chasm)
- of: NO (preposition, basic meaning is the same)
- depravity: YES (noun, more basic meaning refers to moral corruption or wickedness, but in a more abstract sense than physical actions)"
That was a low-down thing to do.,['low-down'],"""That was a low-down thing to do.""
- That: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- low-down: YES (adjective, more basic meaning refers to being physically low or down)
- thing: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- do: NO (verb, basic meaning is the same)"
"The discussion fell to the emotional level, but I raised it back up to the rational plane.","['fell to the emotional', 'raised', 'up to the rational']","""The discussion fell to the emotional level, but I raised it back up to the rational plane.""

- The: NO (definite article, basic meaning is the same)
- discussion: YES (noun, more basic meaning refers to a conversation or talk)
- fell: YES (verb, more basic meaning refers to moving downward due to gravity)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- emotional: NO (adjective, basic meaning is the same)
- level: YES (noun, more basic meaning refers to a flat or even surface)
- but: NO (conjunction, basic meaning is the same)
- I: NO (pronoun, basic meaning is the same)
- raised: YES (verb, more basic meaning refers to lifting or moving something to a higher position)
- it: NO (pronoun, basic meaning is the same)
- back: NO (adverb, basic meaning is the same)
- up: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rational: NO (adjective, basic meaning is the same)
- plane: YES (noun, more basic meaning refers to a flat or level surface)"
We put our feelings aside and had a high-level intellectual discussion of the matter.,"['feelings', 'high-level intellectual']","""We put our feelings aside and had a high-level intellectual discussion of the matter.""

- We: NO (pronoun, basic meaning is the same)
- put: NO (verb, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- feelings: NO (noun, basic meaning is the same)
- aside: NO (adverb, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- had: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- high-level: YES (adjective, more basic meaning refers to physical height)
- intellectual: YES (adjective, more basic meaning refers to the intellect or mind, but in a more concrete sense)
- discussion: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- matter: YES (noun, more basic meaning refers to physical substance)"
He couldn't rise above his emotions.,"['rise above', 'emotions']","- He: NO (pronoun, basic meaning is the same)
- couldn't: NO (contraction of ""could not,"" basic meaning is the same)
- rise: YES (verb, more basic meaning refers to physically moving upward)
- above: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- emotions: NO (noun, basic meaning is the same)"
Inflation is lowering our standard of living.,['Inflation is lowering'],"""Inflation is lowering our standard of living.""

- Inflation: YES (noun, more basic meaning refers to the act of inflating something, like a balloon)
- is: NO (verb, basic meaning is the same)
- lowering: YES (verb, more basic meaning refers to physically moving something to a lower position)
- our: NO (possessive pronoun, basic meaning is the same)
- standard: YES (noun, more basic meaning refers to a level of quality or attainment, often a physical measure)
- of: NO (preposition, basic meaning is the same)
- living: YES (noun, more basic meaning refers to the act of being alive or the condition of life)"
"If there's much more inflation, we'll never survive.",['more inflation'],"""If there's much more inflation, we'll never survive.""

- If: NO (conjunction, basic meaning is the same)
- there's: NO (contraction of ""there is,"" basic meaning is the same)
- much: NO (adjective, basic meaning is the same)
- more: NO (adjective, basic meaning is the same)
- inflation: YES (noun, more basic meaning refers to the physical act of inflating something, like a balloon)
- we'll: NO (contraction of ""we will,"" basic meaning is the same)
- never: NO (adverb, basic meaning is the same)
- survive: YES (verb, more basic meaning refers to continuing to live or exist, especially in spite of danger or hardship)"
