sentence,metaphorical_subsets,model_output
"The discussion fell to the emotional level, but I raised it back up to the rational plane.","['fell to the emotional', 'raised', 'up to the rational']","- The: NO (definite article, basic meaning is the same)
- discussion: NO (noun, basic meaning is the same)
- fell: YES (verb, more basic meaning refers to physically dropping something)
- to: NO (preposition, basic meaning is the same)
- emotional: YES (adjective, more basic meaning refers to feelings or emotions)
- level: YES (noun, more basic meaning refers to a flat or even surface)
- but: NO (conjunction, basic meaning is the same)
- I: NO (pronoun, basic meaning is the same)
- raised: YES (verb, more basic meaning refers to lifting something up physically)
- it: NO (pronoun, basic meaning is the same)
- back: YES (adverb, more basic meaning refers to the rear part of something)
- up: YES (adverb, more basic meaning refers to a higher position)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rational: YES (adjective, more basic meaning refers to being based on reason or logic)
- plane: YES (noun, more basic meaning refers to a flat surface)"
We put our feelings aside and had a high-level intellectual discussion of the matter.,"['feelings', 'high-level intellectual']","- We: NO (pronoun, basic meaning is the same)
- put: YES (verb, more basic meaning refers to placing something in a specific location)
- our: NO (possessive pronoun, basic meaning is the same)
- feelings: YES (noun, more basic meaning refers to physical sensations)
- aside: YES (adverb, more basic meaning refers to moving something to the side)
- and: NO (conjunction, basic meaning is the same)
- had: YES (verb, more basic meaning refers to possessing something)
- a: NO (article, basic meaning is the same)
- high-level: YES (adjective, more basic meaning refers to physical height)
- intellectual: YES (adjective, more basic meaning refers to mental capacity)
- discussion: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- matter: YES (noun, more basic meaning refers to physical substance)"
He couldn't rise above his emotions.,"['rise above', 'emotions']","- He: NO (pronoun, basic meaning is the same)
- couldn't: NO (verb, basic meaning is the same)
- rise: YES (verb, more basic meaning refers to moving upwards physically)
- above: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- emotions: NO (noun, basic meaning is the same)"
Inflation is lowering our standard of living.,['Inflation is lowering'],"- Inflation: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- lowering: YES (verb, more basic meaning refers to physically moving something to a lower position)
- our: NO (possessive pronoun, basic meaning is the same)
- standard: YES (noun, more basic meaning refers to a level of quality or attainment)
- of: NO (preposition, basic meaning is the same)
- living: YES (noun, more basic meaning refers to being alive)"
"If there's much more inflation, we'll never survive.",['more inflation'],"- If: NO (conjunction, basic meaning is the same)
- there's: NO (contraction of ""there is,"" basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- more: YES (adverb, more basic meaning refers to a greater amount or degree)
- inflation: NO (noun, basic meaning is the same)
- we'll: NO (contraction of ""we will,"" basic meaning is the same)
- never: NO (adverb, basic meaning is the same)
- survive: NO (verb, basic meaning is the same)"
We need to combat inflation.,['combat inflation'],"- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- combat: YES (verb, more basic meaning refers to physical fighting)
- inflation: NO (noun, basic meaning is the same)"
Inflation is backing us into a corner.,['Inflation is backing us'],"- Inflation: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- backing: YES (verb, more basic meaning refers to supporting or moving in a backward direction)
- us: NO (pronoun, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- corner: YES (noun, more basic meaning refers to the point where two converging lines or surfaces meet)"
Inflation is taking its toll at the checkout counter and the gas pump.,['Inflation is taking its toll'],"- Inflation: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- taking: YES (verb, more basic meaning refers to physically moving or carrying something)
- its: NO (possessive pronoun, basic meaning is the same)
- toll: YES (noun, more basic meaning refers to a charge or fee)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- checkout: YES (noun, more basic meaning refers to the place where goods are paid for)
- counter: YES (noun, more basic meaning refers to a flat surface for displaying or serving food)
- and: NO (conjunction, basic meaning is the same)
- gas: YES (noun, more basic meaning refers to a state of matter)
- pump: YES (noun, more basic meaning refers to a device for moving fluids)"
Buying land is the best way of dealing with inflation.,['dealing with inflation'],"- Buying: NO (verb, basic meaning is the same)
- land: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- best: NO (adjective, basic meaning is the same)
- way: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- dealing: YES (verb, more basic meaning refers to handling or managing)
- with: NO (preposition, basic meaning is the same)
- inflation: NO (noun, basic meaning is the same)"
Inflation makes me sick.,['Inflation makes me sick'],"- Inflation: NO (noun, basic meaning is the same)
- makes: NO (verb, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)
- sick: NO (adjective, basic meaning is the same)"
My fear of insects is driving my wife crazy.,['fear of insects'],"- My: NO (possessive pronoun, basic meaning is the same)
- fear: YES (noun, more basic meaning refers to an unpleasant emotion caused by the belief that someone or something is dangerous)
- of: NO (preposition, basic meaning is the same)
- insects: YES (noun, more basic meaning refers to small creatures with six legs) 
- is: NO (verb, basic meaning is the same)
- driving: YES (verb, more basic meaning refers to operating a vehicle)
- my: NO (possessive pronoun, basic meaning is the same)
- wife: YES (noun, more basic meaning refers to a married woman)
- crazy: YES (adjective, more basic meaning refers to being mentally deranged)"
That was a beautiful catch.,['beautiful catch'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- beautiful: NO (adjective, basic meaning is the same)
- catch: NO (noun, basic meaning is the same)"
We are working toward peace.,['peace'],"- We: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- working: YES (verb, more basic meaning refers to physical labor)
- toward: YES (preposition, more basic meaning refers to physical movement in a direction)
- peace: NO (noun, basic meaning is the same)"
The middle class is a powerful silent force in American politics.,"['middle class', 'powerful silent force', 'American politics']","- The: NO (article, basic meaning is the same)
- middle: NO (adjective, basic meaning is the same)
- class: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- powerful: YES (adjective, more basic meaning refers to physical strength)
- silent: YES (adjective, more basic meaning refers to absence of sound)
- force: YES (noun, more basic meaning refers to physical strength or energy)
- in: NO (preposition, basic meaning is the same)
- American: NO (adjective, basic meaning is the same)
- politics: NO (noun, basic meaning is the same)"
The honor of our country is at stake this war.,['honor of our country'],"- The: NO (article, basic meaning is the same)
- honor: YES (noun, more basic meaning refers to high respect or esteem)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- country: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- stake: YES (noun, more basic meaning refers to a pointed stick or post)"
It will take a lot of patience to finish this book.,['a lot of patience'],"- It: NO (pronoun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- take: YES (verb, more basic meaning refers to physically grabbing or holding something)
- a: NO (article, basic meaning is the same)
- lot: YES (noun, more basic meaning refers to a plot of land)
- of: NO (preposition, basic meaning is the same)
- patience: YES (noun, more basic meaning refers to the capacity to accept or tolerate delay, trouble, or suffering)
- to: NO (preposition, basic meaning is the same)
- finish: YES (verb, more basic meaning refers to reaching the end of something)
- this: NO (demonstrative pronoun, basic meaning is the same)
- book: NO (noun, basic meaning is the same)"
There is so much hatred in the world.,['so much hatred'],"- There: NO (adverb, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- so: NO (adverb, basic meaning is the same)
- much: NO (determiner, basic meaning is the same)
- hatred: NO (noun, basic meaning is the same)"
DuPont has a lot of political power in Delaware.,['a lot of political power'],"- DuPont: NO (proper noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- political: NO (adjective, basic meaning is the same)
- power: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- Delaware: NO (proper noun, basic meaning is the same)"
You've got too much hostility in you.,['too much hostility'],"- You've: NO (contraction, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- too: NO (adverb, basic meaning is the same)
- much: NO (determiner, basic meaning is the same)
- hostility: NO (noun, basic meaning is the same)"
Pete Rose has a lot of hustle and baseball know-how.,['a lot of hustle and baseball know-how'],"- Pete: NO (proper noun, basic meaning is the same)
- Rose: NO (proper noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- hustle: YES (noun, more basic meaning refers to energetic activity or movement)
- and: NO (conjunction, basic meaning is the same)
- baseball: NO (noun, basic meaning is the same)
- know-how: YES (noun, more basic meaning refers to practical knowledge or skill)"
