sentence,metaphorical_subsets,model_output
He does high-quality work.,['high'],"- He: NO (pronoun, basic meaning is the same)
- does: NO (verb, basic meaning is the same)
- high: YES (adjective, more basic meaning refers to physical elevation)
- quality: NO (noun, basic meaning is the same)
- work: NO (noun, basic meaning is the same)"
He is high-minded.,['high'],"- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- high: YES (adjective, more basic meaning refers to physical elevation)
- minded: YES (adjective, more basic meaning refers to having a mind or being inclined to something specific)"
She has high standards.,['high'],"- She: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- high: YES (adjective, more basic meaning refers to physical elevation or altitude)
- standards: YES (noun, more basic meaning refers to flags or banners used as emblems)"
She is an upstanding citizen.,['upstanding'],"- She: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- upstanding: YES (adjective, more basic meaning refers to physically standing up)
- citizen: NO (noun, basic meaning is the same)"
That was a low trick.,['low'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- low: YES (adjective, more basic meaning refers to physical height or depth)
- trick: NO (noun, basic meaning is the same)"
Don't be underhanded.,['underhanded'],"""Don't be underhanded.""
- Don't: NO (contraction of do not, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- underhanded: YES (adjective, more basic meaning refers to the physical position of having one's hand lower than something else)"
I wouldn't stoop to that.,['stoop'],"- I: NO (pronoun, basic meaning is the same)
- wouldn't: NO (contraction of would not, basic meaning is the same)
- stoop: YES (verb, more basic meaning refers to bending the body forward and down)
- to: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)"
That would be beneath me.,['beneath'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- would: NO (modal verb, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- beneath: YES (preposition, more basic meaning refers to a physical position directly under something)
- me: NO (pronoun, basic meaning is the same)"
He fell into the abyss of depravity.,"['fell', 'abyss']","- He: NO (pronoun, basic meaning is the same)
- fell: YES (verb, more basic meaning refers to physically dropping or collapsing)
- into: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- abyss: NO (noun, basic meaning refers to a deep or seemingly bottomless chasm)
- of: NO (preposition, basic meaning is the same)
- depravity: NO (noun, basic meaning refers to moral corruption)"
That was a low-down thing to do.,['low-down'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- low-down: YES (adjective, more basic meaning refers to physical position or height)
- thing: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- do: NO (verb, basic meaning is the same)"
"The discussion fell to the emotional level, but I raised it back up to the rational plane.","['fell to the emotional', 'raised', 'up to the rational']","- The: NO (definite article, basic meaning is the same)
- discussion: NO (noun, basic meaning is the same)
- fell: YES (verb, more basic meaning refers to physically dropping or descending)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- emotional: NO (adjective, basic meaning is the same)
- level: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- I: NO (pronoun, basic meaning is the same)
- raised: YES (verb, more basic meaning refers to physically lifting something)
- it: NO (pronoun, basic meaning is the same)
- back: NO (adverb, basic meaning is the same)
- up: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rational: NO (adjective, basic meaning is the same)
- plane: YES (noun, more basic meaning refers to a flat surface or a tool for smoothing wood)"
We put our feelings aside and had a high-level intellectual discussion of the matter.,"['feelings', 'high-level intellectual']","- We: NO (pronoun, basic meaning is the same)
- put: YES (verb, more basic meaning refers to placing something physically)
- our: NO (possessive pronoun, basic meaning is the same)
- feelings: NO (noun, basic meaning is the same)
- aside: NO (adverb, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- had: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- high-level: YES (adjective, more basic meaning refers to physical elevation)
- intellectual: NO (adjective, basic meaning is the same)
- discussion: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- matter: YES (noun, more basic meaning refers to a physical substance)"
He couldn't rise above his emotions.,"['rise above', 'emotions']","- He: NO (pronoun, basic meaning is the same)
- couldn't: NO (contraction of could not, basic meaning is the same)
- rise: YES (verb, more basic meaning refers to physically moving upwards)
- above: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- emotions: NO (noun, basic meaning is the same)"
Inflation is lowering our standard of living.,['Inflation is lowering'],"- Inflation: YES (noun, more basic meaning refers to the physical act of inflating something, like a balloon)
- is: NO (verb, basic meaning is the same, a form of ""to be"")
- lowering: YES (verb, more basic meaning refers to physically moving something downward)
- our: NO (possessive pronoun, basic meaning is the same)
- standard: YES (noun, more basic meaning refers to a flag or banner used as a rallying point or symbol)
- of: NO (preposition, basic meaning is the same)
- living: YES (noun, more basic meaning refers to the state of being alive)"
"If there's much more inflation, we'll never survive.",['more inflation'],"""If there's much more inflation, we'll never survive.""

- If: NO (conjunction, basic meaning is the same)
- there's: NO (contraction of ""there is"", basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- more: NO (comparative adverb, basic meaning is the same)
- inflation: NO (noun, basic meaning refers to the act of inflating or state of being inflated, which is similar in this economic context)
- we'll: NO (contraction of ""we will"", basic meaning is the same)
- never: NO (adverb, basic meaning is the same)
- survive: NO (verb, basic meaning is to continue to live or exist, which is the same in this context)"
We need to combat inflation.,['combat inflation'],"- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- combat: YES (verb, more basic meaning refers to fighting in a physical battle)
- inflation: NO (noun, basic meaning is the same)"
Inflation is backing us into a corner.,['Inflation is backing us'],"- Inflation: NO (noun, basic meaning refers to the process of inflating or being inflated, which is abstract but still the basic meaning)
- is: NO (verb, basic meaning is the same, a form of ""to be"")
- backing: YES (verb, more basic meaning refers to physically moving backwards)
- us: NO (pronoun, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- corner: NO (noun, basic meaning refers to the point where two lines or surfaces meet, which is the same here)"
Inflation is taking its toll at the checkout counter and the gas pump.,['Inflation is taking its toll'],"""Inflation is taking its toll at the checkout counter and the gas pump.""

- Inflation: YES (noun, more basic meaning refers to the physical act of inflating something, like a balloon)
- is: NO (verb, basic meaning is the same, a form of ""to be"")
- taking: YES (verb, more basic meaning refers to physically grasping or carrying something away)
- its: NO (possessive pronoun, basic meaning is the same)
- toll: YES (noun, more basic meaning refers to a charge payable for permission to use a particular bridge or road)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- checkout: YES (noun, more basic meaning refers to the action of checking something as in examining or inspecting)
- counter: NO (noun, basic meaning is the same, refers to a long flat-topped fixture in a store or bank across which business is conducted)
- and: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- gas: NO (noun, basic meaning is the same, refers to a state of matter)
- pump: NO (noun, basic meaning is the same, refers to a device used to move fluids, such as liquids or gases)"
